name,nameEN,city,rate,address,phone,time,quality_rate,service_rate,w_to_p_ratio,decor_rate,features
حاج عباسعلی و پسران (شیراز),coffeeshops,shiraz,5.3,بلوار آزادی، چهارراه باغ تخت,32288771,,1, 1,3,1,"['صبحانه', 'اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
شین,coffeeshops,shiraz,8.2,پل زرگری به سمت فلکه دانشجو، روبروی ابیوردی ۳،جنب اتوکوروش,07136284553,9-24,0, 0,0,0,"['صبحانه', 'سیگار', 'فضای باز', 'اینترنت رایگان', 'دستگاه کارت خوان']"
ساوانا (شیراز),coffeeshops,shiraz,,خیابان قصرالدشت، حدفاصل ولیعصر و عفیف آباد ، کوچه ۵۹ ، روبروی ۵۹/۴,09120998125,8-24,0, 0,0,0,"['صبحانه', 'اینترنت رایگان', 'دستگاه کارت خوان']"
بنان (شیراز),coffeeshops,shiraz,,حدفاصل پارامونت و باسکول نادر، ذوالنوار شرقی، روبروی کوچه ۲، ورودی پارکینگ زیتون,07132354005,9-24,0, 0,0,0,"['صبحانه', 'اینترنت رایگان', 'دستگاه کارت خوان']"
اسکوروچی,coffeeshops,shiraz,7.3,شیراز، خیابان جهادسازندگی، حدفاصل چهارراه چنچنه و فلکه گاز، نبش کوچه ۳,07132279809,9-23:30,4, 4,4,4,"['صبحانه', 'دستگاه کارت خوان']"
بابا بستنى (نیایش),coffeeshops,shiraz,,بلوار چمران، بلوار نیایش,0716541815,12-24,0, 0,0,0,['دستگاه کارت خوان']
ویتال,coffeeshops,shiraz,,قدوسى غربى،خيابان محلاتى،نبش كوچه ٤,0736305030,17-24,0, 0,0,0,"['اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
خوشا شیراز,coffeeshops,shiraz,7.5,بلوار صنایع روبروی ورودی گلدشت حافظ,07136504324,12-24,0, 0,0,0,"['موسیقی زنده', 'فضای باز', 'چشم انداز', 'دستگاه کارت خوان']"
مجموعه هفت خوان,coffeeshops,shiraz,7.3,بلوار جدید قرآن،نبش کوچه 17,07132270000,,4, 4,4,4,"['صبحانه', 'پارکینگ', 'اینترنت رایگان', 'چشم انداز', 'دستگاه کارت خوان']"
ژولپ,coffeeshops,shiraz,5.4,پشت ارگ کریمخان,07132246980,08:30-23,4, 1,3,2,"['صبحانه', 'فضای باز', 'دستگاه کارت خوان']"
رویال,coffeeshops,shiraz,,بازار وکیل ،  مجموعه زندیه ، بین حمام و مسجد وکیل,09011309503,8-23,0, 0,0,0,"['صبحانه', 'فضای باز', 'دستگاه کارت خوان']"
پانسیون کتاب,coffeeshops,shiraz,8.4,خيابان ٢٢ بهمن(شاهپور سابق)،روبروي كوچه ٥,9172525096,11-23,5, 5,4,5,['دستگاه کارت خوان']
این,coffeeshops,shiraz,8.2,معالی آباد ، نبش خیابان بهاران  ، مجتمع آرین,36384254,8:30-12/17:30-24,0, 0,0,0,"['صبحانه', 'سیگار', 'اینترنت رایگان', 'دستگاه کارت خوان']"
استریت لانژ,coffeeshops,shiraz,7.5,معالی آباد، پزشکان، مجتمع الماس شهر,09173047400,9-23,5, 3,5,3,"['صبحانه', 'اینترنت رایگان', 'دستگاه کارت خوان']"
فردوسی,coffeeshops,shiraz,6.3,خیابان فردوسی ، روبروی هتل آرين ،  كاشی 194,32316616,9-23,0, 0,0,0,"['صبحانه', 'اینترنت رایگان', 'دستگاه کارت خوان']"
شهر کاغذی,coffeeshops,shiraz,8.1,قصرالدشت، حدفاصل سه راه برق و ملاصدرا، كوچه ٢٥ قصرالدشت,32361033,9-23,4, 4,4,4,"['صبحانه', 'سیگار', 'اینترنت رایگان', 'چشم انداز', 'دستگاه کارت خوان']"
یوگا,coffeeshops,shiraz,,ميدان احسان ، بولوار پرستار،  ساختمان هاي مسكوني دراك ، بلوك اركيد,36390258,9-23,0, 0,0,0,"['سیگار', 'اینترنت رایگان', 'دستگاه کارت خوان']"
چیل,coffeeshops,shiraz,8.2,خیابان هدایت غربی کوچه 8,32343972,11-24,0, 0,0,0,"['سیگار', 'اینترنت رایگان', 'دستگاه کارت خوان']"
کندو,coffeeshops,shiraz,8.1,پل معالی آباد بطرف دینکان،بلواربهشت،روبروی مجتمع ارکیده,36236373,17:30-11:30,0, 0,0,0,"['اینترنت رایگان', 'دستگاه کارت خوان']"
خانه هنر,coffeeshops,shiraz,6.7,خيابان دانشگاه ، پلاک 62,36290999,9-23,0, 0,0,0,"['صبحانه', 'سیگار', 'دستگاه کارت خوان']"
بهمن 57,coffeeshops,shiraz,7.3,عفیف آباد،مجتمع تجاری حافظ طبقه اول,36262444,10-22,0, 0,0,0,"['سیگار', 'اینترنت رایگان', 'دستگاه کارت خوان']"
نقاشی,coffeeshops,shiraz,8.1,خيابان فردوسي ،نبش خيابان رودكي،كافه نقاشي,32231644,9:30-23:30,5, 5,5,5,"['اینترنت رایگان', 'دستگاه کارت خوان']"
حیاط,coffeeshops,shiraz,,کوچه ۳۶ قصردشت ، روبروی عفیف آباد نبش ۳۶/۳ ، پلاک ۱۹۳,9164067312,9-23,0, 0,0,0,"['موسیقی زنده', 'سیگار', 'اینترنت رایگان', 'چشم انداز', 'دستگاه کارت خوان']"
گرن,coffeeshops,shiraz,7.9,بولوار نيايش ، مجتمع هومهر,36541894,7-24,4, 4,4,4,"['موسیقی زنده', 'سیگار', 'اینترنت رایگان', 'دستگاه کارت خوان']"
ماهونی,coffeeshops,shiraz,7.7,حافظیه ،روبروی باغ جهان نما,32278585,8-24,0, 0,0,0,"['اینترنت رایگان', 'دستگاه کارت خوان']"
پاتوق کتاب,coffeeshops,shiraz,,شهرک گلستان ، غدیرشمالی ، نبش گل رز‏,32344614,16-23,0, 0,0,0,"['اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
معمار,coffeeshops,shiraz,6.8,خیابان جهاد سازندگی بالاتر از چهار راه چنچنه,32276799,9-24,1, 3,1,1,"['سیگار', 'اینترنت رایگان', 'دستگاه کارت خوان']"
هدایت,coffeeshops,shiraz,5.8,بيست متری سينما سعدی ، هدايت غربی، نبش كوچه 4,32349152,8:30-24,2, 3,3,2,"['سیگار', 'اینترنت رایگان', 'دستگاه کارت خوان']"
لابی لانژ (شیراز),coffeeshops,shiraz,,معالی اباد ، پزشکان هتل الیزه,07136238890,8-23,0, 0,0,0,"['اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
آرک آ,coffeeshops,isfahan,5.2,جلفا، روبروی کلیسای وانک,03136290920,9-24,0, 0,0,0,"['فضای باز', 'دستگاه کارت خوان']"
عمارت سیمون,coffeeshops,isfahan,6.9,جلفا،روبروی کلیسا وانک,03131325011,10-24,5, 4,4,4,"['پارکینگ', 'فضای باز', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
سعدآباد,coffeeshops,isfahan,,ميدان انقلاب،ابتداي چهارباغ عباسي،كوچه طاووس خانه،جنب مادي نياصرم,03132213539,9-23,0, 0,0,0,"['اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
نیکان (اصفهان),coffeeshops,isfahan,6.7,میدان فیض، خیابان میر، روبرو سازمان هلال احمر,03136628414,8-23:45,0, 0,0,0,"['صبحانه', 'موسیقی زنده', 'پارکینگ', 'اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
پارک لند (اصفهان),coffeeshops,isfahan,4.8,بلوار سعدی، جنب فروشگاه هاکوپیان,03136249731,12-24,5, 4,4,5,"['صبحانه', 'پارکینگ', 'اینترنت رایگان', 'دستگاه کارت خوان']"
دستان (اصفهان),coffeeshops,isfahan,,خیابان سپه، کوچه کازرونی,32221842,8-23,0, 0,0,0,"['صبحانه', 'اینترنت رایگان', 'دستگاه کارت خوان']"
ایرانیان,coffeeshops,isfahan,,خیابان آمادانا اول روبه روی معاونت درمان,03136615350,16-24,0, 0,0,0,"['صبحانه', 'اینترنت رایگان', 'دستگاه کارت خوان']"
رادیو (اصفهان),coffeeshops,isfahan,8.1,مبارکه، خیابان منتظری، پاساژ طلا، زیرزمین,03152413507,8-24,4, 4,5,4,"['صبحانه', 'اینترنت رایگان', 'دستگاه کارت خوان']"
ریبار (اصفهان),coffeeshops,isfahan,,خيابان بوستان سعدی، حدفاصل پل فلزی و پل مارنان، جنب پوشاك زاور، طبقه زيرين گل آريسا,03136273150,9-24,0, 0,0,0,"['صبحانه', 'اینترنت رایگان', 'دستگاه کارت خوان']"
سنس,coffeeshops,isfahan,,خیابان شریعتی غربی ، چهارراه محتشم کاشانی ، جنب آموزشگاه حافظ,03131310295,10-24,0, 0,0,0,"['اینترنت رایگان', 'دستگاه کارت خوان']"
ژینر جلاتو (اصفهان),coffeeshops,isfahan,6.7,نظر میانی، کوچه کلیسا وانک,03136268540,9-24,0, 0,0,0,['دستگاه کارت خوان']
ناژلند,coffeeshops,isfahan,7.5,پارک جنگلی ناژوان،ایستگاه ۲ تله سیژ,03195010101,8-24,0, 0,0,0,"['صبحانه', 'پارکینگ', 'اینترنت رایگان', 'دستگاه کارت خوان']"
خانه تاریخی همدم السلطنه,coffeeshops,isfahan,5.2,انتهای خیابان حافظ ، کوچه شماره ۳,03132224874,12-15:30/17-24,3, 4,4,2,"['فضای باز', 'چشم انداز', 'دستگاه کارت خوان']"
کاغذ,coffeeshops,isfahan,5.3,چهارباغ بالا روبرو زمزم مجتمع پارسیان انتهای ایوان,09351449510,9-24,0, 0,0,0,"['صبحانه', 'دستگاه کارت خوان']"
مس و قالی,coffeeshops,isfahan,5.3,خ سپه شرقی مقابل اداره دارایی مرکزی تیمچه مثقالی,03132222764,9-24,4, 3,4,3,"['صبحانه', 'موسیقی زنده', 'سیگار', 'اینترنت رایگان', 'دستگاه کارت خوان']"
ترنج (اصفهان),coffeeshops,isfahan,7.9,خاقانی ، کوچه هوانس شیراز,,7:30-23,4, 4,5,4,"['صبحانه', 'اینترنت رایگان', 'چشم انداز', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
فرهنگ (اصفهان),coffeeshops,isfahan,7.4,خیابان کمال اسماعیل، طبقه زیرین پل جوئی,9135131338,7:30-23:30,4, 4,4,4,"['صبحانه', 'دستگاه کارت خوان']"
تعطیلات (اصفهان),coffeeshops,isfahan,6.2,خیابان حکیم نظامی.جنب خیابان مهرداد,03136268787,11-24,4, 1,3,2,['دستگاه کارت خوان']
ستاره ی من,coffeeshops,isfahan,6.7,خيابان حكيم نظامي،كوچه سنگتراشها،بعد ازآبنما،نبش کوچه ۱۷,03136259096,9-24,0, 0,0,0,"['سیگار', 'اینترنت رایگان', 'دستگاه کارت خوان']"
شربت سرای روزگار نو,coffeeshops,isfahan,8.3,میدان نقش جهان ، بازارچه چهار سوق مقصود,32219965,9-22:45,5, 5,5,5,"['صبحانه', 'اینترنت رایگان', 'دستگاه کارت خوان']"
شربت سرای روزگار,coffeeshops,isfahan,8.2,میدان نقش جهان ،جنب مسجد شیخ لطف الله ، سرای اسپادانا پلاک 37,32234357,9-22:45,3, 3,4,4,"['صبحانه', 'اینترنت رایگان', 'دستگاه کارت خوان']"
پلاک دو,coffeeshops,isfahan,8.3,چهار راه فلسطين،ابتداى خيابان استاندارى،سمت چپ،نهر فرشادى غربى پلاک2,32213000,8:30-23,0, 0,0,0,"['صبحانه', 'اینترنت رایگان', 'دستگاه کارت خوان']"
تئاتر,coffeeshops,isfahan,8.2,خیابان چهارباغ عباسی ، رو به روی شیخ بهایی ، مجتمع هشت بهشت ، ورودی سرای هشت بهشت ، طبقه اول,31319042,8-22,0, 0,0,0,"['صبحانه', 'اینترنت رایگان', 'دستگاه کارت خوان']"
پستو,coffeeshops,isfahan,6.6,میدان انقلاب ، خیابان چهار باغ عباسی ، خیابان مادی نیاصرم (حدفاصل چهار باغ و خیابان پاسداران),32217957,12-16/18-24,5, 5,5,5,['دستگاه کارت خوان']
وان,coffeeshops,isfahan,8.1,خیابان نظر میانی، میدان جلفا ، پلاک هفت، کافه وان.,36246250,10-23:30,0, 0,0,0,"['اینترنت رایگان', 'دستگاه کارت خوان']"
شربت خانه فیروز,coffeeshops,isfahan,6.8,جلفا خیابان حکیم نظامی کوی کلیسای وانک روبروی هتل جلفا,36268009,8-24,4, 4,5,4,"['صبحانه', 'اینترنت رایگان', 'دستگاه کارت خوان']"
هرمس (مصلی),coffeeshops,isfahan,6.7,خيابان مير،ابتداي خيابان مصلي نبش بن بست آذر,36611151,8-23:30,4, 4,3,3,"['صبحانه', 'اینترنت رایگان', 'دستگاه کارت خوان']"
نارون,coffeeshops,isfahan,8.5,میدان نقش جهان ، بازار قیصریه ، پلاک 9,32217175,9-22,0, 0,0,0,"['اینترنت رایگان', 'دستگاه کارت خوان']"
تین دونات,coffeeshops,isfahan,7.9,خیابان میر ، روبروی بیمارستان سپاهان,36616110,12-24,0, 0,0,0,['دستگاه کارت خوان']
فرست کاپ,coffeeshops,isfahan,4.6,اصفهان ، سیتی سنتر ، طبقه اول ، واحد cs 110,36550034,10-24,2, 3,3,2,"['صبحانه', 'پارکینگ', 'دستگاه کارت خوان']"
بستنی لابریت (چهار باغ),coffeeshops,isfahan,7.6,چهارباغ بالا، نبش کوچه رییسی، پلاک 39,03136632329,8:30-24,2, 4,4,3,['دستگاه کارت خوان']
تراس(اصفهان),coffeeshops,isfahan,6.5,سیتی سنتر ، طبقه اول ، ورودی 8,36550332,10-24:30,4, 4,4,4,"['صبحانه', 'پارکینگ', 'دستگاه کارت خوان']"
تراس (مشهد),coffeeshops,mashhad,8.2,مشهد، بلوار وکیل آباد، بین امامت 6 و 8,05131660,8-23,5, 4,5,4,"['پارکینگ', 'اینترنت رایگان', 'چشم انداز', 'دستگاه کارت خوان']"
مجموعه غذایی تراس,coffeeshops,mashhad,,بلوار وکیل آباد ، بلوار امامت ، بین امامت ۶ و ۸,05131660,8-24,0, 0,0,0,"['صبحانه', 'دستگاه کارت خوان']"
پردیسان (هتل پردیسان مشهد),coffeeshops,mashhad,6.8,بزرگراه کلانتری بعد از میدان استقلال هتل پردیسان,513909,11-24,0, 0,0,0,"['پارکینگ', 'دستگاه کارت خوان']"
بوکافه (مشهد),coffeeshops,mashhad,8.1,سه راه فلسطین.دستغیب 10,05137605364,9-23,0, 0,0,0,"['صبحانه', 'دستگاه کارت خوان']"
آرون (مشهد),coffeeshops,mashhad,,"كوثر شمالي ١ ، لاله ١ پلاك ١
( وكيل اباد ١٠ ، لاله ، پلاك ١",05138823132,8-24,0, 0,0,0,['دستگاه کارت خوان']
کاما,coffeeshops,mashhad,,نبش کوهسنگی ۲۵,05138444516,8:15_24,0, 0,0,0,"['صبحانه', 'موسیقی زنده', 'سیگار', 'اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
صندلی,coffeeshops,mashhad,6.7,وكيل اباد 15 ، نبش شهيد قاسمي 1,36013191,9-24,0, 0,0,0,"['سیگار', 'اینترنت رایگان', 'دستگاه کارت خوان']"
